0	24.08229585	0	26.17709889	0	27.63150974	0	19.4348486	0	22.6886917
5	24.16790671	5	27.43125529	5	27.72440356	5	19.040021	5	24.46963661
10	24.7350071	10	29.35896021	10	28.57720902	10	18.998559	10	26.16985273
15	25.47425163	15	31.96665274	15	29.87826965	15	19.06962997	15	27.94799245
20	25.63656031	20	34.28538269	20	31.40441363	20	21.70454574	20	29.35896021
25	25.54091487	25	36.69938397	25	33.24345438	25	22.91425111	25	31.41617165
30	25.73075519	30	38.66293606	30	35.08222389	30	24.01263772	30	33.20335575
35	27.39063144	35	39.65385865	35	36.93319861	35	30.5317373	35	35.4304429
40	31.65736489	40	40.74228217	40	38.61935253	40	35.35347803	40	37.64088534
45	35.24189003	45	44.88871574	45	40.75504102	45	38.64114174	45	39.45730404
50	38.96078866	50	47.3421579	50	42.60122317	50	42.33543222	50	40.94826405
55	41.86325415	55	50.30854235	55	44.82797507	55	45.04588753	55	43.68913924
60	44.94613307	60	53.89259037	60	46.18957585	60	48.37953269	60	46.17407638
65	47.74185586	65	56.71725429	65	48.98456136	65	51.59906734	65	49.69651997
70	50.44177233	70	60.47061011	70	52.11845306	70	54.33410063	70	53.07174251
75	53.00361395	75	63.52036366	75	55.62150771	75	57.25364126	75	57.53486833
80	56.07705645	80	67.51399393	80	60.04141544	80	60.51855978	80	61.60116296
85	58.62484957	85	70.73793006	85	63.90953161	85	62.92158859	85	65.74663499
90	60.88333355	90	75.57804163	90	68.23747087	90	66.01933134	90	69.73721096
95	63.15180761	95	79.7742419	95	73.05512006	95	68.98013214	95	73.79646323
100	65.74404672	100	85.31857856	100	77.6546314	100	71.53372181	100	78.51009413
105	68.55561831	105	91.7724037	105	82.40808903	105	74.3679395	105	83.58624173
110	71.34515471	110	97.01149316	110	87.66188221	110	76.12357402	110	88.74259979
115	74.07147661	115	98.81552687	115	93.36536221	115	79.09796249	115	93.68182096
120	77.20810869	120	99.40344732	120	97.44434719	120	80.96789753	120	97.9079541
125	79.78174451	125	99.44300306	125	98.87386705	125	83.1671502	125	99.40344732
130	83.20842385	130	99.54870886	130	99.10169445	130	85.77309231	130	99.68130147
135	86.58635365	135	99.52225182	135	99.06253059	135	88.51126541	135	99.65474186
140	89.28352875	140	99.50242243	140	99.18015673	140	90.8867249	140	nan
145	92.39004513	145	99.33762241	145	99.14090313	145	93.40406938	145	nan
150	94.80426284	150	99.14744228	150	99.04296543	150	95.69740636	150	nan
155	97.02993247	155	98.95180878	nan	nan	155	97.67536726	155	nan
160	98.35234654	160	98.69914363	nan	nan	160	99.04296543	160	nan
165	98.61533419	165	98.29488663	nan	nan	165	99.1670672	165	nan
170	98.78962975	170	98.22478839	nan	nan	170	99.4760011	170	nan
175	98.73143268	175	98.14212939	nan	nan	175	99.41003677	175	nan
180	98.73789415	180	97.81347192	nan	nan	180	99.49581519	nan	nan

