0	24.69295893	0	24.04021167	0	23.37950111	0	22.54891687	0	25.14235918
0.5	24.64220873	5	27.97703689	5	23.41582699	5	29.39394135	1	25.03944595
1	24.66395915	10	36.24694407	10	23.46086701	10	31.45733015	2	24.79880099
1.5	24.63785859	15	39.38351324	15	23.52188194	15	30.79244402	3	25.02205145
2	24.65670907	20	40.64824727	20	23.98651386	20	32.31633469	4	24.99740887
2.5	24.65670907	25	43.52844727	25	26.33362098	25	35.57091744	5	25.02495055
3	24.65960911	30	46.83361168	30	28.87543907	30	38.5073741	6	24.59000563
3.5	24.67990914	35	48.58349089	35	31.22812502	35	43.56320508	7	24.69730883
4	24.65525904	40	50.07800746	40	33.94767593	40	46.48652669	8	24.61755764
4.5	24.67990914	45	53.75616121	45	36.66733157	45	49.46669235	9	24.48413981
5	24.65235899	50	56.53703366	50	38.92799303	50	53.5551642	10	24.64220873
5.5	24.66250914	55	59.12449783	55	42.43478853	55	55.26790999	11	24.72195786
6	24.64945893	60	61.47251411	60	45.77070642	60	57.71902201	12	24.42032374
6.5	24.66250914	65	63.30518054	65	48.69292271	65	60.61690752	13	24.91333071
7	24.66975918	70	66.10019552	70	51.58013947	70	63.98135964	14	24.4957422
7.5	24.65525904	75	69.01384375	75	54.79977383	75	66.17337399	15	24.55520187
8	24.66105912	80	71.96523957	80	58.28466992	80	68.80641794	16	24.68715905
8.5	24.67410917	85	73.77416728	85	61.53094298	85	71.69007109	17	24.48413981
9	24.7016587	90	75.28505116	90	64.59322572	90	74.18398359	18	24.96261858
9.5	24.70600856	95	77.05815367	95	67.90001772	95	75.80268412	19	24.80315044
10	24.71470821	100	78.8704457	100	72.4478012	100	78.33305598	20	24.84229465
10.5	24.7350071	105	80.85948327	105	75.63825903	105	79.80050789	21	24.80315044
11	24.74370649	110	83.20429432	110	78.46665783	110	81.4087979	22	24.71615814
11.5	24.76980425	115	85.19166247	115	81.31078378	115	83.99768768	23	24.66685917
12	24.78140304	120	87.48886269	120	83.88806079	120	86.65916088	24	24.84954343
12.5	24.79010205	125	89.3868206	125	86.50916156	125	88.57376677	25	24.34634856
13	24.83359605	130	91.56720422	130	88.88311341	130	90.53361272	26	24.690059
13.5	24.84374441	135	93.00253013	135	92.41154142	135	93.06273758	27	24.57550423
14	24.88723633	140	95.41469816	140	95.8990748	140	95.40883306	28	24.0764913
14.5	24.89158543	145	96.99306375	145	97.9079541	145	97.41324726	29	24.1795141
15	24.92347837	150	98.13577925	150	99.50242243	150	98.67333427	30	23.99086792
15.5	24.95826973	155	98.91281576	nan	nan	155	99.21290246	31	23.78183583
16	24.9872618	160	99.76110409	nan	nan	160	99.33762241	32	24.24770344
16.5	25.023501	165	100.0016336	nan	nan	165	99.44960012	33	24.26801384
17	25.03219827	170	100.0486	nan	nan	170	99.41662749	34	24.75820533
17.5	25.0669868	175	100.075467	nan	nan	175	99.49581519	35	24.96986663
18	25.07858279	180	100.1158069	nan	nan	180	99.33104688	36	25.56410181
18.5	25.10322397	nan	nan	nan	nan	nan	nan	37	25.90755073
19	25.09887556	nan	nan	nan	nan	nan	nan	38	26.65395241
19.5	25.12351642	nan	nan	nan	nan	nan	nan	39	27.00191497
20	25.11626915	nan	nan	nan	nan	nan	nan	40	27.39353306
20.5	25.1322131	nan	nan	nan	nan	nan	nan	41	28.09032633
21	25.12641532	nan	nan	nan	nan	nan	nan	42	28.43762816
21.5	25.15540403	nan	nan	nan	nan	nan	nan	43	28.91182499
22	25.15540403	nan	nan	nan	nan	nan	nan	44	29.18265576
22.5	25.20613308	nan	nan	nan	nan	nan	nan	45	29.50036679
23	25.25106333	nan	nan	nan	nan	nan	nan	46	29.90747245
23.5	25.34526869	nan	nan	nan	nan	nan	nan	47	30.3181139
24	25.45251334	nan	nan	nan	nan	nan	nan	48	30.78511674
24.5	25.57569524	nan	nan	nan	nan	nan	nan	49	31.20316302
25	25.7003231	nan	nan	nan	nan	nan	nan	50	31.67060974
25.5	25.86842377	nan	nan	nan	nan	nan	nan	51	32.35917032
26	26.05101791	nan	nan	nan	nan	nan	nan	52	32.80441425
26.5	26.18579431	nan	nan	nan	nan	nan	nan	53	33.32962768
27	26.33362098	nan	nan	nan	nan	nan	nan	54	33.69567253
27.5	26.4597167	nan	nan	nan	nan	nan	nan	55	33.99992192
28	26.61191407	nan	nan	nan	nan	nan	nan	56	34.37967087
28.5	26.74383218	nan	nan	nan	nan	nan	nan	57	34.60593437
29	26.89751404	nan	nan	nan	nan	nan	nan	58	35.08673992
29.5	27.05121949	nan	nan	nan	nan	nan	nan	59	35.50745692
30	27.21365454	nan	nan	nan	nan	nan	nan	60	35.60417216
30.5	27.36306661	nan	nan	nan	nan	nan	nan	61	35.84176269
31	27.54443482	nan	nan	nan	nan	nan	nan	62	36.312334
31.5	27.70408178	nan	nan	nan	nan	nan	nan	63	36.55903424
32	27.90588091	nan	nan	nan	nan	nan	nan	64	37.07404202
32.5	28.08596856	nan	nan	nan	nan	nan	nan	65	37.39932294
33	28.2893743	nan	nan	nan	nan	nan	nan	66	38.07780139
33.5	28.44925809	nan	nan	nan	nan	nan	nan	67	38.43124301
34	28.63101873	nan	nan	nan	nan	nan	nan	68	38.77354345
34.5	28.80122312	nan	nan	nan	nan	nan	nan	69	39.17033615
35	29.01809329	nan	nan	nan	nan	nan	nan	70	39.76569961
35.5	29.19285256	nan	nan	nan	nan	nan	nan	71	40.05780154
36	29.39248372	nan	nan	nan	nan	nan	nan	72	40.70561161
36.5	29.59370222	nan	nan	nan	nan	nan	nan	73	41.71135346
37	29.7425172	nan	nan	nan	nan	nan	nan	74	42.5000124
37.5	29.91769417	nan	nan	nan	nan	nan	nan	75	43.04690499
38	30.09006193	nan	nan	nan	nan	nan	nan	76	43.60957557
38.5	30.23622547	nan	nan	nan	nan	nan	nan	77	44.1450672
39	30.37223358	nan	nan	nan	nan	nan	nan	78	44.70329309
39.5	30.49368092	nan	nan	nan	nan	nan	nan	79	45.1949553
40	30.65473075	nan	nan	nan	nan	nan	nan	80	45.6578774
40.5	30.7704629	nan	nan	nan	nan	nan	nan	81	46.25161193
41	30.91704456	nan	nan	nan	nan	nan	nan	82	46.73970625
41.5	31.02704491	nan	nan	nan	nan	nan	nan	83	47.1301836
42	31.17673593	nan	nan	nan	nan	nan	nan	84	47.56544828
42.5	31.30449808	nan	nan	nan	nan	nan	nan	85	47.75952541
43	31.44703973	nan	nan	nan	nan	nan	nan	86	48.17806729
43.5	31.57203097	nan	nan	nan	nan	nan	nan	87	48.35631977
44	31.72948677	nan	nan	nan	nan	nan	nan	88	48.95929923
44.5	31.87233951	nan	nan	nan	nan	nan	nan	89	49.18706334
45	31.9976098	nan	nan	nan	nan	nan	nan	90	49.85209914
45.5	32.1465723	nan	nan	nan	nan	nan	nan	91	50.08536962
46	32.24693377	nan	nan	nan	nan	nan	nan	92	50.56047305
46.5	32.3961061	nan	nan	nan	nan	nan	nan	93	51.29326688
47	32.51139689	nan	nan	nan	nan	nan	nan	94	51.62178976
47.5	32.64452246	nan	nan	nan	nan	nan	nan	95	52.07640599
48	32.80885792	nan	nan	nan	nan	nan	nan	96	52.44644112
48.5	32.96298081	nan	nan	nan	nan	nan	nan	97	52.55623508
49	33.12912651	nan	nan	nan	nan	nan	nan	98	52.73587803
49.5	33.25533746	nan	nan	nan	nan	nan	nan	99	53.21999489
50	33.41584994	nan	nan	nan	nan	nan	nan	100	53.52960485
50.5	33.54974139	nan	nan	nan	nan	nan	nan	101	54.39606857
51	33.71802182	nan	nan	nan	nan	nan	nan	102	54.81792853
51.5	33.88798992	nan	nan	nan	nan	nan	nan	103	55.11339059
52	34.03426561	nan	nan	nan	nan	nan	nan	104	55.76738544
52.5	34.25546367	nan	nan	nan	nan	nan	nan	105	56.55167687
53	34.44706009	nan	nan	nan	nan	nan	nan	106	57.421745
53.5	34.68244237	nan	nan	nan	nan	nan	nan	107	57.73619026
54	34.90772859	nan	nan	nan	nan	nan	nan	108	58.39777867
