t1	Temp1	NTemp1	SNTemp1	STemp1	t2	Temp2	NTemp2	SNTemp2	STemp2	t3	Temp3	NTemp3	SNTemp3	STemp3	t4	Temp4	NTemp4	SNTemp4	STemp4	t5	Temp5	NTemp5	SNTemp5	STemp5
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	72.5	81.06497441	63665.1883	29464.09009	68.30471526
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	73	81.25992256	63818.29278	29617.19457	68.49966341
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	73.5	81.3774041	63910.55808	29709.45987	68.61714495
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	74	81.52677118	64027.86501	29826.7668	68.76651203
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	74.5	81.71634365	64176.74765	29975.64944	68.9560845
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	75	81.83931379	64273.32348	30072.22527	69.07905464
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	75.5	81.9427783	64354.58036	30153.48215	69.18251915
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	76	82.17868438	64539.85157	30338.75336	69.41842523
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	76.5	82.40405161	64716.84597	30515.74776	69.64379246
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	77	82.68778544	64939.67917	30738.58096	69.92752629
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	77.5	83.01074737	65193.32055	30992.22234	70.25048822
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	78	83.29939552	65420.01326	31218.91505	70.53913637
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	78.5	83.47788156	65560.18906	31359.09085	70.71762241
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	79	83.61129514	65664.96675	31463.86854	70.85103599
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	79.5	83.82076679	65829.47741	31628.3792	71.06050764
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	80	84.0019109	65971.74075	31770.64254	71.24165175
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	80.5	84.11612928	66061.44329	31860.34508	71.35587013
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81	84.08648161	66038.1592	31837.06099	71.32622246
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	81.5	84.06531993	66021.53966	31820.44145	71.30506078
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	82	84.06955125	66024.86277	31823.76456	71.3092921
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	82.5	84.11612928	66061.44329	31860.34508	71.35587013
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	83	84.29028193	66198.21582	31997.11761	71.53002278
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	83.5	84.5338343	66389.49211	32188.3939	71.77357515
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	84	84.67130671	66497.45744	32296.35923	71.91104756
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	84.5	84.83525515	66626.21599	32425.11778	72.074996
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	85	85.14800432	66871.83668	32670.73847	72.38774517
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	85.5	85.3975852	67067.84751	32866.7493	72.63732605
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	86	85.61356348	67237.46821	33036.37	72.85330433
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	86.5	85.81308808	67394.16686	33193.06865	73.05282893
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	87	86.03164651	67565.8139	33364.71569	73.27138736
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	87.5	86.11227664	67629.13758	33428.03937	73.35201749
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	88	86.27409553	67756.22367	33555.12546	73.51383638
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	88.5	86.61818818	68026.46027	33825.36206	73.85792903
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	89	86.98408377	68313.82003	34112.72182	74.22382462
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	89.5	87.23787695	68513.13904	34312.04083	74.4776178
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	90	87.4282751	68662.67013	34461.57192	74.66801595
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	90.5	87.54488319	68754.24946	34553.15125	74.78462404
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	91	87.7651669	68927.25148	34726.15327	75.00490775
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	91.5	87.99158279	69105.06946	34903.97125	75.23132364
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	92	88.15760981	69235.46044	35034.36223	75.39735066
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	92.5	88.17187757	69246.66577	35045.56756	75.41161842
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	93	88.11484153	69201.87195	35000.77374	75.35458238
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	93.5	88.07686931	69172.05008	34970.95187	75.31661016
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	94	88.04841727	69149.70499	34948.60678	75.28815812
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	94.5	88.18615118	69257.87569	35056.77748	75.42589203
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	95	88.34354815	69381.48897	35180.39076	75.583289
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	95.5	88.59783568	69581.19623	35380.09802	75.83757653
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	96	88.83459629	69767.13854	35566.04033	76.07433714
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	96.5	89.10228219	69977.36834	35776.27013	76.34202304
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	97	89.36219943	70181.49694	35980.39873	76.60194028
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	97.5	89.67867658	70430.04543	36228.94722	76.91841743
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	98	89.92794791	70625.81317	36424.71496	77.16768876
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	98.5	90.14879828	70799.26022	36598.16201	77.38853913
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99	90.274911	70898.3041	36697.20589	77.51465185
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99.5	90.41670415	71009.66277	36808.56456	77.656445
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100	90.52852153	71097.47967	36896.38146	77.76826238
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.5	90.64580871	71189.59233	36988.49412	77.88554956
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	101	90.89701394	71386.87886	37185.78065	78.13675479
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	101.5	90.9949126	71463.76456	37262.66635	78.23465345
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	102	91.10343955	71548.99728	37347.89907	78.3431804
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	102.5	91.13969097	71577.4677	37376.36949	78.37943182
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	103	91.19673435	71622.26729	37421.16908	78.4364752
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	103.5	91.33193926	71728.45182	37527.35361	78.57168011
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	104	91.4676748	71835.05308	37633.95487	78.70741565
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	104.5	91.66176031	71987.48008	37786.38187	78.90150116
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105	91.89399242	72169.86588	37968.76767	79.13373327
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	105.5	92.06387437	72303.28438	38102.18617	79.30361522
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	106	92.25599575	72454.16882	38253.07061	79.4957366
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	106.5	92.44381098	72601.67139	38400.57318	79.68355183
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	107	92.54080108	72677.84354	38476.74533	79.78054193
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	107.5	92.73560298	72830.83316	38629.73495	79.97534383
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	108	92.85519236	72924.75387	38723.65566	80.09493321
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	108.5	93.03535753	73066.24839	38865.15018	80.27509838
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	109	93.16148621	73165.30481	38964.2066	80.40122706
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	109.5	93.22197213	73212.80804	39011.70983	80.46171298
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110	93.41513656	73364.51165	39163.41344	80.65487741
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	110.5	93.68182096	73573.95491	39372.8567	80.92156181
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	111	93.91687557	73758.5574	39557.45919	81.15661642
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	111.5	93.98995692	73815.95257	39614.85436	81.22969777
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	112	94.1592006	73948.86978	39747.77157	81.39894145
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	112.5	94.24413549	74015.57425	39814.47604	81.48387634
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	113	94.45454212	74180.8192	39979.72099	81.69428297
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	113.5	94.64329376	74329.05719	40127.95898	81.88303461
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	114	94.77546306	74432.85767	40231.75946	82.01520391
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	114.5	94.97756985	74591.58426	40390.48605	82.2173107
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	115	95.02393294	74627.99598	40426.89777	82.26367379
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	115.5	95.12847905	74710.10231	40509.0041	82.3682199
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	116	95.30343217	74847.50349	40646.40528	82.54317302
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	116.5	95.56165175	75050.29882	40849.20061	82.8013926
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	117	95.76252257	75208.05473	41006.95652	83.00226342
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	117.5	96.0301999	75418.27779	41217.17958	83.26994075
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	118	96.24585401	75587.6439	41386.54569	83.48559486
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	118.5	96.46891894	75762.83018	41561.73197	83.70865979
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	119	96.56583016	75838.94037	41637.84216	83.80557101
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	119.5	96.5961711	75862.76894	41661.67073	83.83591195
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	120	96.75437781	75987.01816	41785.91995	83.99411866
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	120.5	96.91944495	76116.65528	41915.55707	84.1591858
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	121	97.10378896	76261.4317	42060.33349	84.34352981
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	121.5	97.23960683	76368.09762	42166.99941	84.47934768
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	122	97.43190383	76519.11999	42318.02178	84.67164468
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	122.5	97.56278473	76621.90862	42420.81041	84.80252558
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	123	97.74435007	76764.50277	42563.40456	84.98409092
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	123.5	97.80718236	76813.84874	42612.75053	85.04692321
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	124	97.99637297	76962.43148	42761.33327	85.23611382
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	124.5	98.12943029	77066.92937	42865.83116	85.36917114
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	125	98.27575471	77181.84672	42980.74851	85.51549556
nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	125.5	98.31402923	77211.906	43010.80779	85.55377008

